"magnification","n_images","groove_spacing_um","groove_spacing_unc_um","height_um","height_unc_um","Ra_um","Rz_um","magnification_error_pct","groove_spacing_error_um"
750,90,1.648,0.039,0.513,0.039,0.045,0.234,1.12000000000001,0.0190000000000001
