"magnification","detector","n_images","groove_spacing_um","groove_spacing_unc_um","height_um","height_unc_um","Ra_um","Rz_um","magnification_error_pct","groove_spacing_error_um"
500,"BED-S",103,1.643,0.039,0.484,0.039,0.034,0.185,1.42,0.024
