magnification,image_path,tile_x,tile_y,local_pitch_um,mag,base,det,stage_x_mm,stage_y_mm,stage_x_um,stage_y_um
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X002_Y010.png,2,10,1.641654214,500,Grp_001_SED_X002_Y010,SED,6.512,14.792,6512.0,14792.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X002_Y011.png,2,11,1.638987026,500,Grp_001_SED_X002_Y011,SED,6.513,14.804,6513.0,14804.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X002_Y012.png,2,12,1.64032062,500,Grp_001_SED_X002_Y012,SED,6.512,14.817,6512.0,14817.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X002_Y013.png,2,13,1.63439353555556,500,Grp_001_SED_X002_Y013,SED,6.513,14.829,6513.0,14829.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X002_Y014.png,2,14,1.63439353555556,500,Grp_001_SED_X002_Y014,SED,6.512,14.842,6512.0,14842.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X003_Y000.png,3,0,1.64921124666667,500,Grp_001_SED_X003_Y000,SED,6.495,14.666,6495.0,14666.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X003_Y001.png,3,1,1.65365656,500,Grp_001_SED_X003_Y001,SED,6.495,14.679,6495.0,14679.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X003_Y002.png,3,2,1.64698859,500,Grp_001_SED_X003_Y002,SED,6.495,14.691,6495.0,14691.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X003_Y003.png,3,3,1.648322184,500,Grp_001_SED_X003_Y003,SED,6.496,14.704,6496.0,14704.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X003_Y004.png,3,4,1.64328416222222,500,Grp_001_SED_X003_Y004,SED,6.495,14.717,6495.0,14717.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X003_Y005.png,3,5,1.64772947555556,500,Grp_001_SED_X003_Y005,SED,6.496,14.729,6496.0,14729.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X003_Y006.png,3,6,1.64624770444444,500,Grp_001_SED_X003_Y006,SED,6.495,14.742,6495.0,14742.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X003_Y007.png,3,7,1.64328416222222,500,Grp_001_SED_X003_Y007,SED,6.496,14.754,6496.0,14754.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X003_Y008.png,3,8,1.64180239111111,500,Grp_001_SED_X003_Y008,SED,6.495,14.767,6495.0,14767.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X003_Y009.png,3,9,1.63735707777778,500,Grp_001_SED_X003_Y009,SED,6.496,14.779,6496.0,14779.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X003_Y010.png,3,10,1.638987026,500,Grp_001_SED_X003_Y010,SED,6.495,14.792,6495.0,14792.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X003_Y011.png,3,11,1.638987026,500,Grp_001_SED_X003_Y011,SED,6.496,14.804,6496.0,14804.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X003_Y012.png,3,12,1.634986244,500,Grp_001_SED_X003_Y012,SED,6.495,14.817,6495.0,14817.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X003_Y013.png,3,13,1.64328416222222,500,Grp_001_SED_X003_Y013,SED,6.496,14.829,6496.0,14829.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X003_Y014.png,3,14,1.64032062,500,Grp_001_SED_X003_Y014,SED,6.495,14.842,6495.0,14842.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X004_Y000.png,4,0,1.65365656,500,Grp_001_SED_X004_Y000,SED,6.478,14.666,6478.0,14666.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X004_Y001.png,4,1,1.64921124666667,500,Grp_001_SED_X004_Y001,SED,6.479,14.679,6479.0,14679.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X004_Y002.png,4,2,1.65217478888889,500,Grp_001_SED_X004_Y002,SED,6.478,14.691,6478.0,14691.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X004_Y003.png,4,3,1.64772947555556,500,Grp_001_SED_X004_Y003,SED,6.479,14.704,6479.0,14704.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X004_Y004.png,4,4,1.64698859,500,Grp_001_SED_X004_Y004,SED,6.478,14.717,6478.0,14717.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X004_Y005.png,4,5,1.64624770444444,500,Grp_001_SED_X004_Y005,SED,6.479,14.729,6479.0,14729.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X004_Y006.png,4,6,1.64624770444444,500,Grp_001_SED_X004_Y006,SED,6.478,14.742,6478.0,14742.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X004_Y007.png,4,7,1.64180239111111,500,Grp_001_SED_X004_Y007,SED,6.479,14.754,6479.0,14754.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X004_Y008.png,4,8,1.63735707777778,500,Grp_001_SED_X004_Y008,SED,6.478,14.767,6478.0,14767.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X004_Y009.png,4,9,1.63883884888889,500,Grp_001_SED_X004_Y009,SED,6.479,14.779,6479.0,14779.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X004_Y010.png,4,10,1.64032062,500,Grp_001_SED_X004_Y010,SED,6.478,14.792,6478.0,14792.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X004_Y011.png,4,11,1.81813315333333,500,Grp_001_SED_X004_Y011,SED,6.479,14.804,6479.0,14804.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X004_Y012.png,4,12,1.636319838,500,Grp_001_SED_X004_Y012,SED,6.479,14.817,6479.0,14817.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X004_Y013.png,4,13,1.628318274,500,Grp_001_SED_X004_Y013,SED,6.479,14.829,6479.0,14829.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X004_Y014.png,4,14,1.63883884888889,500,Grp_001_SED_X004_Y014,SED,6.478,14.842,6478.0,14842.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X005_Y000.png,5,0,1.65217478888889,500,Grp_001_SED_X005_Y000,SED,6.461,14.666,6461.0,14666.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X005_Y001.png,5,1,1.65069301777778,500,Grp_001_SED_X005_Y001,SED,6.462,14.679,6462.0,14679.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X005_Y002.png,5,2,1.64772947555556,500,Grp_001_SED_X005_Y002,SED,6.461,14.691,6461.0,14691.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X005_Y003.png,5,3,1.64624770444444,500,Grp_001_SED_X005_Y003,SED,6.462,14.704,6462.0,14704.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X005_Y004.png,5,4,1.642987808,500,Grp_001_SED_X005_Y004,SED,6.461,14.717,6461.0,14717.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X005_Y005.png,5,5,1.641654214,500,Grp_001_SED_X005_Y005,SED,6.462,14.729,6462.0,14729.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X005_Y006.png,5,6,1.64328416222222,500,Grp_001_SED_X005_Y006,SED,6.461,14.742,6461.0,14742.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X005_Y007.png,5,7,1.64476593333333,500,Grp_001_SED_X005_Y007,SED,6.462,14.754,6462.0,14754.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X005_Y008.png,5,8,1.64180239111111,500,Grp_001_SED_X005_Y008,SED,6.461,14.767,6461.0,14767.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X005_Y009.png,5,9,1.63587530666667,500,Grp_001_SED_X005_Y009,SED,6.462,14.779,6462.0,14779.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X005_Y010.png,5,10,1.63439353555556,500,Grp_001_SED_X005_Y010,SED,6.462,14.792,6462.0,14792.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X005_Y011.png,5,11,1.63587530666667,500,Grp_001_SED_X005_Y011,SED,6.462,14.804,6462.0,14804.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X005_Y012.png,5,12,1.638987026,500,Grp_001_SED_X005_Y012,SED,6.462,14.817,6462.0,14817.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X005_Y013.png,5,13,1.638987026,500,Grp_001_SED_X005_Y013,SED,6.462,14.829,6462.0,14829.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X005_Y014.png,5,14,1.634986244,500,Grp_001_SED_X005_Y014,SED,6.462,14.842,6462.0,14842.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X006_Y000.png,6,0,1.65069301777778,500,Grp_001_SED_X006_Y000,SED,6.444,14.667,6444.0,14667.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X006_Y001.png,6,1,1.64772947555556,500,Grp_001_SED_X006_Y001,SED,6.445,14.679,6445.0,14679.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X006_Y002.png,6,2,1.64772947555556,500,Grp_001_SED_X006_Y002,SED,6.444,14.691,6444.0,14691.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X006_Y003.png,6,3,1.64624770444444,500,Grp_001_SED_X006_Y003,SED,6.445,14.704,6445.0,14704.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X006_Y004.png,6,4,1.64921124666667,500,Grp_001_SED_X006_Y004,SED,6.444,14.717,6444.0,14717.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X006_Y005.png,6,5,1.64772947555556,500,Grp_001_SED_X006_Y005,SED,6.445,14.729,6445.0,14729.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X006_Y006.png,6,6,1.64698859,500,Grp_001_SED_X006_Y006,SED,6.444,14.742,6444.0,14742.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X006_Y007.png,6,7,1.641654214,500,Grp_001_SED_X006_Y007,SED,6.445,14.754,6445.0,14754.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X006_Y008.png,6,8,1.64032062,500,Grp_001_SED_X006_Y008,SED,6.445,14.767,6445.0,14767.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X006_Y009.png,6,9,1.64180239111111,500,Grp_001_SED_X006_Y009,SED,6.445,14.779,6445.0,14779.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X006_Y010.png,6,10,1.84702769,500,Grp_001_SED_X006_Y010,SED,6.445,14.792,6445.0,14792.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X006_Y011.png,6,11,1.63883884888889,500,Grp_001_SED_X006_Y011,SED,6.445,14.804,6445.0,14804.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X006_Y012.png,6,12,1.64032062,500,Grp_001_SED_X006_Y012,SED,6.445,14.817,6445.0,14817.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X006_Y013.png,6,13,1.636319838,500,Grp_001_SED_X006_Y013,SED,6.445,14.83,6445.0,14830.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X006_Y014.png,6,14,1.637653432,500,Grp_001_SED_X006_Y014,SED,6.445,14.842,6445.0,14842.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X007_Y000.png,7,0,1.648322184,500,Grp_001_SED_X007_Y000,SED,6.427,14.667,6427.0,14667.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X007_Y001.png,7,1,1.65217478888889,500,Grp_001_SED_X007_Y001,SED,6.428,14.679,6428.0,14679.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X007_Y002.png,7,2,1.64772947555556,500,Grp_001_SED_X007_Y002,SED,6.428,14.691,6428.0,14691.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X007_Y003.png,7,3,1.64624770444444,500,Grp_001_SED_X007_Y003,SED,6.428,14.704,6428.0,14704.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X007_Y004.png,7,4,1.64624770444444,500,Grp_001_SED_X007_Y004,SED,6.428,14.717,6428.0,14717.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X007_Y005.png,7,5,1.64180239111111,500,Grp_001_SED_X007_Y005,SED,6.428,14.729,6428.0,14729.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X007_Y006.png,7,6,1.36693385,500,Grp_001_SED_X007_Y006,SED,6.428,14.742,6428.0,14742.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X007_Y007.png,7,7,1.645654996,500,Grp_001_SED_X007_Y007,SED,6.428,14.754,6428.0,14754.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X007_Y008.png,7,8,1.63883884888889,500,Grp_001_SED_X007_Y008,SED,6.428,14.767,6428.0,14767.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X007_Y009.png,7,9,1.63587530666667,500,Grp_001_SED_X007_Y009,SED,6.428,14.779,6428.0,14779.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X007_Y010.png,7,10,1.64328416222222,500,Grp_001_SED_X007_Y010,SED,6.428,14.792,6428.0,14792.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X007_Y011.png,7,11,1.64032062,500,Grp_001_SED_X007_Y011,SED,6.428,14.805,6428.0,14805.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X007_Y012.png,7,12,1.63587530666667,500,Grp_001_SED_X007_Y012,SED,6.428,14.817,6428.0,14817.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X007_Y013.png,7,13,1.63587530666667,500,Grp_001_SED_X007_Y013,SED,6.428,14.83,6428.0,14830.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X007_Y014.png,7,14,1.636319838,500,Grp_001_SED_X007_Y014,SED,6.428,14.842,6428.0,14842.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X008_Y000.png,8,0,1.654990154,500,Grp_001_SED_X008_Y000,SED,6.411,14.667,6411.0,14667.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X008_Y001.png,8,1,1.649655778,500,Grp_001_SED_X008_Y001,SED,6.411,14.679,6411.0,14679.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X008_Y002.png,8,2,1.64921124666667,500,Grp_001_SED_X008_Y002,SED,6.411,14.692,6411.0,14692.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X008_Y003.png,8,3,1.64476593333333,500,Grp_001_SED_X008_Y003,SED,6.411,14.704,6411.0,14704.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X008_Y004.png,8,4,1.64328416222222,500,Grp_001_SED_X008_Y004,SED,6.411,14.717,6411.0,14717.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X008_Y005.png,8,5,1.65069301777778,500,Grp_001_SED_X008_Y005,SED,6.411,14.729,6411.0,14729.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X008_Y006.png,8,6,1.64476593333333,500,Grp_001_SED_X008_Y006,SED,6.411,14.742,6411.0,14742.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X008_Y007.png,8,7,1.64476593333333,500,Grp_001_SED_X008_Y007,SED,6.411,14.754,6411.0,14754.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X008_Y008.png,8,8,1.64698859,500,Grp_001_SED_X008_Y008,SED,6.411,14.767,6411.0,14767.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X008_Y009.png,8,9,1.642987808,500,Grp_001_SED_X008_Y009,SED,6.411,14.779,6411.0,14779.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X008_Y010.png,8,10,1.63735707777778,500,Grp_001_SED_X008_Y010,SED,6.411,14.792,6411.0,14792.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X008_Y011.png,8,11,1.63291176444444,500,Grp_001_SED_X008_Y011,SED,6.411,14.805,6411.0,14805.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X008_Y012.png,8,12,1.63735707777778,500,Grp_001_SED_X008_Y012,SED,6.411,14.817,6411.0,14817.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X008_Y013.png,8,13,1.63587530666667,500,Grp_001_SED_X008_Y013,SED,6.411,14.83,6411.0,14830.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X008_Y014.png,8,14,1.63439353555556,500,Grp_001_SED_X008_Y014,SED,6.411,14.842,6411.0,14842.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X009_Y000.png,9,0,1.484290122,500,Grp_001_SED_X009_Y000,SED,6.394,14.667,6394.0,14667.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X009_Y001.png,9,1,1.49604999636364,500,Grp_001_SED_X009_Y001,SED,6.394,14.679,6394.0,14679.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X009_Y002.png,9,2,1.48695731,500,Grp_001_SED_X009_Y002,SED,6.394,14.692,6394.0,14692.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X009_Y003.png,9,3,1.64921124666667,500,Grp_001_SED_X009_Y003,SED,6.394,14.704,6394.0,14704.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X009_Y004.png,9,4,1.64476593333333,500,Grp_001_SED_X009_Y004,SED,6.394,14.717,6394.0,14717.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X009_Y005.png,9,5,1.64328416222222,500,Grp_001_SED_X009_Y005,SED,6.394,14.729,6394.0,14729.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X009_Y006.png,9,6,1.478955746,500,Grp_001_SED_X009_Y006,SED,6.394,14.742,6394.0,14742.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X009_Y007.png,9,7,1.48028934,500,Grp_001_SED_X009_Y007,SED,6.394,14.754,6394.0,14754.0
