"magnification","detector","n_images","groove_spacing_um","groove_spacing_unc_um","height_um","height_unc_um","Ra_um","Rz_um","magnification_error_pct","groove_spacing_error_um"
400,"BED-S",180,1.644,0.039,0.556,0.039,0.03,0.151,1.36000000000001,0.0230000000000001
