mag,det,base,pitch,stage_x_um,stage_y_um
1000,BED-S,Grp_003_BED-S_X004_Y004,1.6477294755555556,6416.0,14762.0
1000,BED-S,Grp_003_BED-S_X004_Y005,1.6443214019999999,6416.0,14775.0
1000,BED-S,Grp_003_BED-S_X004_Y006,1.6447659333333333,6416.0,14787.0
1000,BED-S,Grp_003_BED-S_X004_Y007,1.6595836444444445,6416.0,14800.0
1000,BED-S,Grp_003_BED-S_X005_Y000,1.644765933333333,6399.0,14712.0
1000,BED-S,Grp_003_BED-S_X005_Y001,1.6477294755555556,6399.0,14724.0
1000,BED-S,Grp_003_BED-S_X005_Y002,1.6536565600000002,6399.0,14737.0
1000,BED-S,Grp_003_BED-S_X005_Y003,1.644765933333333,6399.0,14750.0
1000,BED-S,Grp_003_BED-S_X005_Y004,1.672326876,6399.0,14762.0
1000,BED-S,Grp_003_BED-S_X005_Y005,1.6640289577777778,6399.0,14775.0
1000,BED-S,Grp_003_BED-S_X005_Y006,1.6492112466666666,6399.0,14787.0
1000,BED-S,Grp_003_BED-S_X005_Y007,1.668326094,6399.0,14800.0
1000,BED-S,Grp_003_BED-S_X006_Y000,1.655138331111111,6382.0,14712.0
1000,BED-S,Grp_003_BED-S_X006_Y001,1.6447659333333333,6382.0,14724.0
1000,BED-S,Grp_003_BED-S_X006_Y002,1.6418023911111108,6382.0,14737.0
1000,BED-S,Grp_003_BED-S_X006_Y003,1.6462477044444443,6382.0,14750.0
1000,BED-S,Grp_003_BED-S_X006_Y004,1.6576573419999998,6382.0,14762.0
1000,BED-S,Grp_003_BED-S_X006_Y005,1.6462477044444443,6382.0,14775.0
1000,BED-S,Grp_003_BED-S_X006_Y006,1.652174788888889,6382.0,14787.0
1000,BED-S,Grp_003_BED-S_X006_Y007,1.6416542139999997,6382.0,14800.0
1000,BED-S,Grp_003_BED-S_X007_Y000,1.652174788888889,6365.0,14712.0
1000,BED-S,Grp_003_BED-S_X007_Y001,1.6503225749999997,6365.0,14724.0
1000,BED-S,Grp_003_BED-S_X007_Y002,1.652174788888889,6365.0,14737.0
1000,BED-S,Grp_003_BED-S_X007_Y003,1.6521747888888887,6365.0,14750.0
1000,BED-S,Grp_003_BED-S_X007_Y004,1.6595836444444443,6365.0,14762.0
1000,BED-S,Grp_003_BED-S_X007_Y005,1.6595836444444445,6365.0,14775.0
1000,BED-S,Grp_003_BED-S_X007_Y006,1.6563237479999997,6365.0,14787.0
1000,BED-S,Grp_003_BED-S_X007_Y007,1.6492112466666664,6365.0,14800.0
750,SED,Grp_001_SED_X000_Y000,1.6684742711111111,6504.0,14697.0
750,SED,Grp_001_SED_X000_Y001,1.6655107288888886,6504.0,14710.0
750,SED,Grp_001_SED_X000_Y002,1.6803284399999998,6503.0,14723.0
750,SED,Grp_001_SED_X000_Y003,1.6773648977777775,6504.0,14735.0
750,SED,Grp_001_SED_X000_Y004,1.6625471866666668,6503.0,14748.0
750,SED,Grp_001_SED_X000_Y005,1.6523229659999998,6504.0,14760.0
750,SED,Grp_001_SED_X000_Y006,1.652174788888889,6504.0,14773.0
750,SED,Grp_001_SED_X000_Y007,1.664028957777778,6504.0,14785.0
750,SED,Grp_001_SED_X000_Y008,1.6669924999999999,6504.0,14798.0
750,SED,Grp_001_SED_X000_Y009,1.6595836444444445,6504.0,14810.0
750,SED,Grp_001_SED_X001_Y000,1.6610654155555553,6486.0,14698.0
750,SED,Grp_001_SED_X001_Y001,1.6655107288888888,6487.0,14710.0
750,SED,Grp_001_SED_X001_Y002,1.6699560422222222,6486.0,14723.0
750,SED,Grp_001_SED_X001_Y003,1.6625471866666666,6487.0,14735.0
750,SED,Grp_001_SED_X001_Y004,1.670993282,6486.0,14748.0
750,SED,Grp_001_SED_X001_Y005,1.6656589059999998,6487.0,14760.0
750,SED,Grp_001_SED_X001_Y006,1.6469885899999999,6486.0,14773.0
750,SED,Grp_001_SED_X001_Y007,1.6576573419999998,6487.0,14786.0
750,SED,Grp_001_SED_X001_Y008,1.6655107288888888,6487.0,14798.0
750,SED,Grp_001_SED_X001_Y009,1.6521747888888887,6487.0,14810.0
750,SED,Grp_001_SED_X002_Y000,1.6699560422222222,6469.0,14698.0
750,SED,Grp_001_SED_X002_Y001,1.668474271111111,6470.0,14710.0
750,SED,Grp_001_SED_X002_Y002,1.6595836444444443,6470.0,14723.0
750,SED,Grp_001_SED_X002_Y003,1.6788466688888888,6470.0,14735.0
750,SED,Grp_001_SED_X002_Y004,1.6862555244444444,6470.0,14748.0
750,SED,Grp_001_SED_X002_Y005,1.658101873333333,6470.0,14760.0
750,SED,Grp_001_SED_X002_Y006,1.6523229659999998,6470.0,14773.0
750,SED,Grp_001_SED_X002_Y007,1.64698859,6470.0,14786.0
750,SED,Grp_001_SED_X002_Y008,1.6492112466666664,6470.0,14798.0
750,SED,Grp_001_SED_X002_Y009,1.6640289577777776,6470.0,14811.0
750,SED,Grp_001_SED_X003_Y000,1.6669925,6453.0,14698.0
750,SED,Grp_001_SED_X003_Y001,1.6714378133333332,6453.0,14710.0
750,SED,Grp_001_SED_X003_Y002,1.6684742711111111,6453.0,14723.0
750,SED,Grp_001_SED_X003_Y003,1.68032844,6453.0,14735.0
750,SED,Grp_001_SED_X003_Y004,1.6610654155555555,6453.0,14748.0
750,SED,Grp_001_SED_X003_Y005,1.6832919822222223,6453.0,14760.0
750,SED,Grp_001_SED_X003_Y006,1.676327658,6453.0,14773.0
750,SED,Grp_001_SED_X003_Y007,1.670993282,6453.0,14786.0
750,SED,Grp_001_SED_X003_Y008,1.64698859,6453.0,14798.0
750,SED,Grp_001_SED_X003_Y009,1.6714378133333332,6453.0,14811.0
750,SED,Grp_001_SED_X004_Y000,1.6456549959999998,6436.0,14698.0
750,SED,Grp_001_SED_X004_Y001,1.649655778,6436.0,14710.0
750,SED,Grp_001_SED_X004_Y002,1.683291982222222,6436.0,14723.0
750,SED,Grp_001_SED_X004_Y003,1.6714378133333332,6436.0,14735.0
750,SED,Grp_001_SED_X004_Y004,1.6477294755555554,6436.0,14748.0
750,SED,Grp_001_SED_X004_Y005,1.6625471866666668,6436.0,14760.0
750,SED,Grp_001_SED_X004_Y006,1.6758831266666665,6436.0,14773.0
750,SED,Grp_001_SED_X004_Y007,1.6744013555555555,6436.0,14786.0
750,SED,Grp_001_SED_X004_Y008,1.658990936,6436.0,14798.0
750,SED,Grp_001_SED_X004_Y009,1.6669925,6437.0,14811.0
750,SED,Grp_001_SED_X005_Y000,1.6736604700000002,6419.0,14698.0
750,SED,Grp_001_SED_X005_Y001,1.6736604699999997,6419.0,14710.0
750,SED,Grp_001_SED_X005_Y002,1.661658124,6419.0,14723.0
750,SED,Grp_001_SED_X005_Y003,1.6509893719999997,6419.0,14735.0
750,SED,Grp_001_SED_X005_Y004,1.6714378133333332,6419.0,14748.0
750,SED,Grp_001_SED_X005_Y005,1.6669925,6419.0,14760.0
750,SED,Grp_001_SED_X005_Y006,1.6595836444444443,6419.0,14773.0
750,SED,Grp_001_SED_X005_Y007,1.6758831266666665,6420.0,14786.0
750,SED,Grp_001_SED_X005_Y008,1.6581018733333335,6419.0,14798.0
750,SED,Grp_001_SED_X005_Y009,1.6749940639999998,6420.0,14811.0
750,SED,Grp_001_SED_X006_Y000,1.6788466688888888,6402.0,14698.0
750,SED,Grp_001_SED_X006_Y001,1.683291982222222,6402.0,14710.0
750,SED,Grp_001_SED_X006_Y002,1.6523229659999998,6402.0,14723.0
750,SED,Grp_001_SED_X006_Y003,1.6469885899999999,6402.0,14735.0
750,SED,Grp_001_SED_X006_Y004,1.6699560422222222,6402.0,14748.0
750,SED,Grp_001_SED_X006_Y005,1.6847737533333331,6403.0,14760.0
750,SED,Grp_001_SED_X006_Y006,1.6595836444444443,6402.0,14773.0
750,SED,Grp_001_SED_X006_Y007,1.6566201022222222,6403.0,14786.0
750,SED,Grp_001_SED_X006_Y008,1.683291982222222,6402.0,14798.0
750,SED,Grp_001_SED_X006_Y009,1.64032062,6403.0,14811.0
750,SED,Grp_001_SED_X007_Y000,1.6729195844444442,6385.0,14698.0
750,SED,Grp_001_SED_X007_Y001,1.6729195844444444,6386.0,14710.0
750,SED,Grp_001_SED_X007_Y002,1.6803284399999998,6385.0,14723.0
750,SED,Grp_001_SED_X007_Y003,1.670993282,6386.0,14735.0
750,SED,Grp_001_SED_X007_Y004,1.6523229659999998,6385.0,14748.0
750,SED,Grp_001_SED_X007_Y005,1.6403206199999998,6386.0,14760.0
750,SED,Grp_001_SED_X007_Y006,1.6640289577777776,6385.0,14773.0
750,SED,Grp_001_SED_X007_Y007,1.6640289577777778,6386.0,14786.0
750,SED,Grp_001_SED_X007_Y008,1.656620102222222,6385.0,14798.0
750,SED,Grp_001_SED_X007_Y009,1.6788466688888886,6386.0,14811.0
750,SED,Grp_001_SED_X008_Y000,1.6640289577777778,6368.0,14698.0
750,SED,Grp_001_SED_X008_Y001,1.6714378133333332,6369.0,14710.0
750,SED,Grp_001_SED_X008_Y002,1.68032844,6368.0,14723.0
750,SED,Grp_001_SED_X008_Y003,1.6640289577777776,6369.0,14735.0
750,SED,Grp_001_SED_X008_Y004,1.6696596879999999,6368.0,14748.0
750,SED,Grp_001_SED_X008_Y005,1.658990936,6369.0,14760.0
750,SED,Grp_001_SED_X008_Y006,1.6477294755555556,6368.0,14773.0
750,SED,Grp_001_SED_X008_Y007,1.6669924999999999,6369.0,14786.0
750,SED,Grp_001_SED_X008_Y008,1.6610654155555555,6369.0,14798.0
750,SED,Grp_001_SED_X008_Y009,1.656620102222222,6369.0,14811.0
750,SED,Grp_001_SED_X009_Y000,1.6744013555555552,6351.0,14698.0
750,SED,Grp_001_SED_X009_Y001,1.6610654155555553,6352.0,14711.0
750,SED,Grp_001_SED_X009_Y002,1.6640289577777778,6351.0,14723.0
750,SED,Grp_001_SED_X009_Y003,1.6625471866666668,6352.0,14736.0
750,SED,Grp_001_SED_X009_Y004,1.6669925,6351.0,14748.0
750,SED,Grp_001_SED_X009_Y005,1.6563237480000002,6352.0,14761.0
750,SED,Grp_001_SED_X009_Y006,1.648322184,6352.0,14773.0
750,SED,Grp_001_SED_X009_Y007,1.6655107288888888,6352.0,14786.0
750,SED,Grp_001_SED_X009_Y008,1.6669924999999999,6352.0,14798.0
750,SED,Grp_001_SED_X009_Y009,1.655138331111111,6352.0,14811.0
750,BED-S,Grp_001_BED-S_X000_Y000,1.6610654155555555,6503.0,14698.0
750,BED-S,Grp_001_BED-S_X000_Y001,1.6640289577777778,6503.0,14710.0
750,BED-S,Grp_001_BED-S_X000_Y002,1.6603245299999998,6503.0,14723.0
750,BED-S,Grp_001_BED-S_X000_Y003,1.6625471866666666,6503.0,14735.0
750,BED-S,Grp_001_BED-S_X000_Y004,1.6610654155555555,6503.0,14748.0
750,BED-S,Grp_001_BED-S_X000_Y005,1.6773648977777775,6504.0,14760.0
750,BED-S,Grp_001_BED-S_X000_Y006,1.6506930177777777,6504.0,14773.0
750,BED-S,Grp_001_BED-S_X000_Y007,1.644765933333333,6504.0,14785.0
750,BED-S,Grp_001_BED-S_X000_Y008,1.6595836444444443,6504.0,14798.0
750,BED-S,Grp_001_BED-S_X000_Y009,1.6509893719999997,6504.0,14810.0
750,BED-S,Grp_001_BED-S_X001_Y000,1.6610654155555555,6487.0,14698.0
750,BED-S,Grp_001_BED-S_X001_Y001,1.6625471866666668,6486.0,14710.0
750,BED-S,Grp_001_BED-S_X001_Y002,1.6736604700000002,6487.0,14723.0
750,BED-S,Grp_001_BED-S_X001_Y003,1.6563237480000002,6487.0,14735.0
750,BED-S,Grp_001_BED-S_X001_Y004,1.6329117644444444,6487.0,14748.0
750,BED-S,Grp_001_BED-S_X001_Y005,1.6563237479999997,6487.0,14760.0
750,BED-S,Grp_001_BED-S_X001_Y006,1.655138331111111,6487.0,14773.0
750,BED-S,Grp_001_BED-S_X001_Y007,1.6536565599999997,6487.0,14786.0
750,BED-S,Grp_001_BED-S_X001_Y008,1.6388388488888888,6487.0,14798.0
750,BED-S,Grp_001_BED-S_X001_Y009,1.656620102222222,6487.0,14810.0
750,BED-S,Grp_001_BED-S_X002_Y000,1.6595836444444443,6470.0,14698.0
750,BED-S,Grp_001_BED-S_X002_Y001,1.6492112466666664,6470.0,14710.0
750,BED-S,Grp_001_BED-S_X002_Y002,1.6625471866666666,6470.0,14723.0
750,BED-S,Grp_001_BED-S_X002_Y003,1.6655107288888888,6470.0,14735.0
750,BED-S,Grp_001_BED-S_X002_Y004,1.6610654155555555,6470.0,14748.0
750,BED-S,Grp_001_BED-S_X002_Y005,1.6506930177777777,6470.0,14760.0
750,BED-S,Grp_001_BED-S_X002_Y006,1.6736604699999997,6470.0,14773.0
750,BED-S,Grp_001_BED-S_X002_Y007,1.576308108,6470.0,14786.0
750,BED-S,Grp_001_BED-S_X002_Y008,1.644765933333333,6470.0,14798.0
750,BED-S,Grp_001_BED-S_X002_Y009,1.643284162222222,6470.0,14811.0
750,BED-S,Grp_001_BED-S_X003_Y000,1.6329117644444446,6453.0,14698.0
750,BED-S,Grp_001_BED-S_X003_Y001,1.6581018733333333,6453.0,14710.0
750,BED-S,Grp_001_BED-S_X003_Y002,1.6581018733333333,6453.0,14723.0
750,BED-S,Grp_001_BED-S_X003_Y003,1.656620102222222,6453.0,14735.0
750,BED-S,Grp_001_BED-S_X003_Y004,1.6576573419999998,6453.0,14748.0
750,BED-S,Grp_001_BED-S_X003_Y005,1.6509893720000002,6453.0,14760.0
750,BED-S,Grp_001_BED-S_X003_Y006,1.6349862439999998,6453.0,14773.0
750,BED-S,Grp_001_BED-S_X003_Y007,1.65365656,6453.0,14786.0
750,BED-S,Grp_001_BED-S_X003_Y008,1.6566201022222222,6453.0,14798.0
750,BED-S,Grp_001_BED-S_X003_Y009,1.65365656,6453.0,14811.0
750,BED-S,Grp_001_BED-S_X004_Y000,1.6492112466666664,6436.0,14698.0
750,BED-S,Grp_001_BED-S_X004_Y001,1.6323190559999996,6436.0,14710.0
750,BED-S,Grp_001_BED-S_X004_Y002,1.6566201022222222,6436.0,14723.0
750,BED-S,Grp_001_BED-S_X004_Y003,1.652174788888889,6436.0,14735.0
750,BED-S,Grp_001_BED-S_X004_Y004,1.6655107288888888,6436.0,14748.0
750,BED-S,Grp_001_BED-S_X004_Y005,1.6581018733333333,6436.0,14760.0
750,BED-S,Grp_001_BED-S_X004_Y006,1.6477294755555552,6436.0,14773.0
750,BED-S,Grp_001_BED-S_X004_Y007,1.649655778,6436.0,14786.0
750,BED-S,Grp_001_BED-S_X004_Y008,1.6506930177777777,6436.0,14798.0
750,BED-S,Grp_001_BED-S_X004_Y009,1.655138331111111,6436.0,14811.0
750,BED-S,Grp_001_BED-S_X005_Y000,1.652174788888889,6419.0,14698.0
750,BED-S,Grp_001_BED-S_X005_Y001,1.6669924999999999,6419.0,14710.0
750,BED-S,Grp_001_BED-S_X005_Y002,1.6506930177777777,6419.0,14723.0
750,BED-S,Grp_001_BED-S_X005_Y003,1.643284162222222,6419.0,14735.0
750,BED-S,Grp_001_BED-S_X005_Y004,1.6566201022222222,6419.0,14748.0
750,BED-S,Grp_001_BED-S_X005_Y005,1.6536565599999997,6419.0,14760.0
750,BED-S,Grp_001_BED-S_X005_Y006,1.6669924999999999,6419.0,14773.0
750,BED-S,Grp_001_BED-S_X005_Y007,1.6610654155555555,6419.0,14786.0
750,BED-S,Grp_001_BED-S_X005_Y008,1.6456549959999998,6419.0,14798.0
750,BED-S,Grp_001_BED-S_X005_Y009,1.6358753066666667,6419.0,14811.0
750,BED-S,Grp_001_BED-S_X006_Y000,1.6506930177777777,6402.0,14698.0
750,BED-S,Grp_001_BED-S_X006_Y001,1.6640289577777778,6402.0,14710.0
750,BED-S,Grp_001_BED-S_X006_Y002,1.655138331111111,6402.0,14723.0
750,BED-S,Grp_001_BED-S_X006_Y003,1.6477294755555556,6402.0,14735.0
750,BED-S,Grp_001_BED-S_X006_Y004,1.6462477044444443,6402.0,14748.0
750,BED-S,Grp_001_BED-S_X006_Y005,1.6581018733333335,6402.0,14760.0
750,BED-S,Grp_001_BED-S_X006_Y006,1.6669925,6402.0,14773.0
750,BED-S,Grp_001_BED-S_X006_Y007,1.6506930177777777,6402.0,14786.0
750,BED-S,Grp_001_BED-S_X006_Y008,1.65365656,6403.0,14798.0
750,BED-S,Grp_001_BED-S_X006_Y009,1.645654996,6402.0,14811.0
750,BED-S,Grp_001_BED-S_X007_Y000,1.6447659333333333,6385.0,14698.0
750,BED-S,Grp_001_BED-S_X007_Y001,1.6610654155555553,6385.0,14710.0
750,BED-S,Grp_001_BED-S_X007_Y002,1.6506930177777777,6385.0,14723.0
750,BED-S,Grp_001_BED-S_X007_Y003,1.652174788888889,6385.0,14735.0
750,BED-S,Grp_001_BED-S_X007_Y004,1.6521747888888887,6386.0,14748.0
750,BED-S,Grp_001_BED-S_X007_Y005,1.6462477044444443,6385.0,14760.0
750,BED-S,Grp_001_BED-S_X007_Y006,1.6566201022222222,6386.0,14773.0
750,BED-S,Grp_001_BED-S_X007_Y007,1.6506930177777777,6385.0,14786.0
750,BED-S,Grp_001_BED-S_X007_Y008,1.649655778,6386.0,14798.0
750,BED-S,Grp_001_BED-S_X007_Y009,1.665510728888889,6386.0,14811.0
750,BED-S,Grp_001_BED-S_X008_Y000,1.6655107288888888,6368.0,14698.0
750,BED-S,Grp_001_BED-S_X008_Y001,1.6669925,6368.0,14710.0
750,BED-S,Grp_001_BED-S_X008_Y002,1.6462477044444443,6369.0,14723.0
750,BED-S,Grp_001_BED-S_X008_Y003,1.6509893719999997,6368.0,14735.0
750,BED-S,Grp_001_BED-S_X008_Y004,1.65365656,6369.0,14748.0
750,BED-S,Grp_001_BED-S_X008_Y005,1.644765933333333,6369.0,14760.0
750,BED-S,Grp_001_BED-S_X008_Y006,1.65365656,6369.0,14773.0
750,BED-S,Grp_001_BED-S_X008_Y007,1.655138331111111,6369.0,14786.0
750,BED-S,Grp_001_BED-S_X008_Y008,1.6581018733333335,6369.0,14798.0
750,BED-S,Grp_001_BED-S_X008_Y009,1.6684742711111111,6369.0,14811.0
750,BED-S,Grp_001_BED-S_X009_Y000,1.6595836444444445,6352.0,14698.0
750,BED-S,Grp_001_BED-S_X009_Y001,1.6699560422222222,6352.0,14710.0
750,BED-S,Grp_001_BED-S_X009_Y002,1.6643253119999997,6352.0,14723.0
750,BED-S,Grp_001_BED-S_X009_Y003,1.6536565599999997,6352.0,14735.0
750,BED-S,Grp_001_BED-S_X009_Y004,1.65365656,6352.0,14748.0
750,BED-S,Grp_001_BED-S_X009_Y005,1.6566201022222222,6352.0,14760.0
750,BED-S,Grp_001_BED-S_X009_Y006,1.6462477044444443,6352.0,14773.0
750,BED-S,Grp_001_BED-S_X009_Y007,1.6358753066666667,6352.0,14786.0
750,BED-S,Grp_001_BED-S_X009_Y008,1.6521747888888887,6352.0,14798.0
750,BED-S,Grp_001_BED-S_X009_Y009,1.6581018733333335,6352.0,14811.0
500,SED,Grp_001_SED_X000_Y000,1.6729195844444442,6546.0,14666.0
500,SED,Grp_001_SED_X000_Y001,1.6655107288888888,6546.0,14679.0
500,SED,Grp_001_SED_X000_Y002,1.6563237479999997,6546.0,14692.0
500,SED,Grp_001_SED_X000_Y003,1.662991718,6546.0,14704.0
500,SED,Grp_001_SED_X000_Y004,1.668474271111111,6546.0,14717.0
500,SED,Grp_001_SED_X000_Y005,1.6581018733333333,6546.0,14729.0
