"magnification","detector","n_images","groove_spacing_um","groove_spacing_unc_um","height_um","height_unc_um","Ra_um","Rz_um","magnification_error_pct","groove_spacing_error_um"
1000,"SED",30,1.643,0.039,0.55,0.039,0.061,0.308,1.42,0.024
