"magnification","detector","n_images","groove_spacing_um","groove_spacing_unc_um","height_um","height_unc_um","Ra_um","Rz_um","magnification_error_pct","groove_spacing_error_um"
500,"SED",110,1.643,0.039,0.517,0.039,0.061,0.305,1.42,0.024
