"magnification","detector","n_images","groove_spacing_um","groove_spacing_unc_um","height_um","height_unc_um","Ra_um","Rz_um","magnification_error_pct","groove_spacing_error_um"
1000,"BED-S",28,1.643,0.039,0.5,0.039,0.033,0.181,1.42,0.024
