"magnification","n_pairs","bias_um","bias_ci_low","bias_ci_upp","loa_lower_um","loa_lower_ci_low","loa_lower_ci_upp","loa_upper_um","loa_upper_ci_low","loa_upper_ci_upp","sd_diff_um","sd_diff_ci_low","sd_diff_ci_upp"
400,353,0.00785106515580737,0.00434782315580558,0.0128153134876884,-0.0692815265305771,-0.0840953585105827,-0.054076502754253,0.0849836568421919,0.0629554856472332,0.109604151882386,0.0393533631052982,0.0298686413930086,0.0494245856573705
500,210,0.0128517476190476,0.0062901248123443,0.0249474232087583,-0.111174612909841,-0.161963619531352,-0.0746639240846912,0.136878108147936,0.0876361382864118,0.210890307429264,0.0632787553718819,0.0415906807523912,0.0949762786437532
750,90,0.00646708888888889,0.00164806835648926,0.018009925693337,-0.0642061624824697,-0.0956252973228587,-0.0354727549213975,0.0771403402602475,0.0391895979631786,0.131069787829681,0.0360577813119177,0.0190917772180355,0.0578459326317132
1000,56,0.00673810714285714,-0.000558347546021558,0.02412569053647,-0.0698235172105099,-0.110484747759127,-0.0100133337289274,0.0832997314962241,0.00858608538853456,0.160763155628086,0.0390620532415138,0.00464302885984209,0.069086368836723
